PACKAGE_KEY,MOST_IDLE,MAX_WAIT,IDLE_COUNT,APPLICATION,LONGEST_WAIT,TIMEOUTS,LAST_ACCESS,MOST_ACTIVE,MAX_ACTIVE,MAX_IDLE,ACTIVE_COUNT,TOTAL_REQUEST_COUNT
1:SHARED,0,1,0,,0,0,2019-04-20T16:52:51.342,2,2,2,2,800
1:SHARED,2,1,0,,0,39,2019-04-20T16:53:01.360,2,2,2,2,800
1:SHARED,2,1,0,,0,72,2019-04-20T16:53:10.349,2,2,2,2,800
1:SHARED,2,1,0,,0,76,2019-04-20T16:53:21.875,2,2,2,2,800
1:SHARED,2,1,0,,0,114,2019-04-20T16:53:31.888,2,2,2,2,800
1:SHARED,2,1,0,,0,150,2019-04-20T16:53:41.899,2,2,2,2,800
1:SHARED,2,1,0,,0,186,2019-04-20T16:53:51.910,2,2,2,2,800
1:SHARED,2,1,0,,0,224,2019-04-20T16:54:01.920,2,2,2,2,800
1:SHARED,2,1,0,,0,260,2019-04-20T16:54:11.927,2,2,2,2,800
1:SHARED,2,1,0,,0,296,2019-04-20T16:54:21.935,2,2,2,2,800
1:SHARED,2,1,0,,0,334,2019-04-20T16:54:31.943,2,2,2,2,800
1:SHARED,2,1,0,,0,370,2019-04-20T16:54:41.949,2,2,2,2,800
1:SHARED,2,1,0,,0,406,2019-04-20T16:54:51.956,2,2,2,2,800
1:SHARED,2,1,0,,0,444,2019-04-20T16:55:01.963,2,2,2,2,800
1:SHARED,2,1,0,,0,480,2019-04-20T16:55:11.971,2,2,2,2,800
1:SHARED,2,1,0,,0,516,2019-04-20T16:55:21.978,2,2,2,2,800
1:SHARED,2,1,0,,0,554,2019-04-20T16:55:31.985,2,2,2,2,800
1:SHARED,2,1,0,,0,590,2019-04-20T16:55:41.992,2,2,2,2,800
1:SHARED,2,1,0,,0,626,2019-04-20T16:55:51.999,2,2,2,2,800
1:SHARED,2,1,0,,0,664,2019-04-20T16:56:02.005,2,2,2,2,800
1:SHARED,2,1,0,,0,700,2019-04-20T16:56:12.012,2,2,2,2,800
1:SHARED,2,1,0,,0,736,2019-04-20T16:56:22.019,2,2,2,2,800
1:SHARED,2,1,0,,0,774,2019-04-20T16:56:32.026,2,2,2,2,800
1:SHARED,2,1,0,,0,804,2019-04-20T16:56:39.768,2,2,2,2,800
1:SHARED,2,1,2,,0,804,2019-04-20T16:56:39.768,2,2,2,0,800
1:SHARED,2,1,2,,0,804,2019-04-20T16:56:39.768,2,2,2,0,800
1:SHARED,0,2,0,,0,0,2019-04-20T16:58:57.071,3,3,3,3,800
1:SHARED,0,2,0,,1,6,2019-04-20T16:59:03.048,3,3,3,3,800
1:SHARED,0,2,0,,1,12,2019-04-20T16:59:09.049,3,3,3,3,800
1:SHARED,0,2,0,,1,18,2019-04-20T16:59:15.050,3,3,3,3,800
1:SHARED,1,2,0,,1,25,2019-04-20T16:59:21.054,3,3,3,3,800
1:SHARED,1,2,0,,1,31,2019-04-20T16:59:27.054,3,3,3,3,800
1:SHARED,1,2,0,,1,37,2019-04-20T16:59:33.055,3,3,3,3,800
1:SHARED,1,2,0,,1,43,2019-04-20T16:59:39.056,3,3,3,3,800
1:SHARED,1,2,0,,1,49,2019-04-20T16:59:45.057,3,3,3,3,800
1:SHARED,1,2,0,,2,55,2019-04-20T16:59:51.058,3,3,3,3,800
1:SHARED,1,2,0,,2,61,2019-04-20T16:59:57.059,3,3,3,3,800
1:SHARED,1,2,0,,2,67,2019-04-20T17:00:03.060,3,3,3,3,800
1:SHARED,1,2,0,,2,73,2019-04-20T17:00:09.061,3,3,3,3,800
1:SHARED,1,2,0,,2,79,2019-04-20T17:00:15.062,3,3,3,3,800
1:SHARED,1,2,0,,2,85,2019-04-20T17:00:21.063,3,3,3,3,800
1:SHARED,1,2,0,,2,91,2019-04-20T17:00:27.063,3,3,3,3,800
1:SHARED,1,2,0,,2,97,2019-04-20T17:00:33.065,3,3,3,3,800
1:SHARED,1,2,0,,2,103,2019-04-20T17:00:39.066,3,3,3,3,800
1:SHARED,1,2,0,,2,109,2019-04-20T17:00:45.067,3,3,3,3,800
1:SHARED,1,2,0,,2,115,2019-04-20T17:00:51.067,3,3,3,3,800
1:SHARED,1,2,0,,2,121,2019-04-20T17:00:57.069,3,3,3,3,800
1:SHARED,1,2,0,,2,127,2019-04-20T17:01:03.069,3,3,3,3,800
1:SHARED,1,2,0,,2,133,2019-04-20T17:01:09.070,3,3,3,3,800
1:SHARED,1,2,0,,2,139,2019-04-20T17:01:15.071,3,3,3,3,800
1:SHARED,1,2,0,,2,145,2019-04-20T17:01:21.072,3,3,3,3,800
1:SHARED,1,2,0,,2,151,2019-04-20T17:01:27.073,3,3,3,3,800
1:SHARED,1,2,0,,2,157,2019-04-20T17:01:33.074,3,3,3,3,800
1:SHARED,1,2,0,,2,163,2019-04-20T17:01:39.075,3,3,3,3,800
1:SHARED,1,2,0,,2,170,2019-04-20T17:01:45.076,3,3,3,3,800
1:SHARED,1,2,0,,2,176,2019-04-20T17:01:51.077,3,3,3,3,800
1:SHARED,1,2,0,,2,182,2019-04-20T17:01:57.078,3,3,3,3,800
1:SHARED,1,2,0,,2,188,2019-04-20T17:02:03.079,3,3,3,3,800
1:SHARED,1,2,0,,2,194,2019-04-20T17:02:09.080,3,3,3,3,800
1:SHARED,1,2,0,,2,201,2019-04-20T17:02:15.081,3,3,3,3,800
1:SHARED,1,2,0,,2,207,2019-04-20T17:02:21.082,3,3,3,3,800
1:SHARED,1,2,0,,2,213,2019-04-20T17:02:27.083,3,3,3,3,800
1:SHARED,1,2,0,,2,220,2019-04-20T17:02:33.084,3,3,3,3,800
1:SHARED,1,2,0,,2,226,2019-04-20T17:02:39.085,3,3,3,3,800
1:SHARED,1,2,0,,2,232,2019-04-20T17:02:45.086,3,3,3,3,800
1:SHARED,1,2,0,,2,239,2019-04-20T17:02:51.087,3,3,3,3,800
1:SHARED,1,2,0,,2,246,2019-04-20T17:02:57.088,3,3,3,3,800
1:SHARED,1,2,0,,2,252,2019-04-20T17:03:03.089,3,3,3,3,800
1:SHARED,1,2,0,,2,258,2019-04-20T17:03:09.090,3,3,3,3,800
1:SHARED,1,2,0,,2,264,2019-04-20T17:03:15.091,3,3,3,3,800
1:SHARED,1,2,0,,2,271,2019-04-20T17:03:21.088,3,3,3,3,800
1:SHARED,1,2,0,,2,278,2019-04-20T17:03:27.093,3,3,3,3,800
1:SHARED,1,2,0,,2,285,2019-04-20T17:03:33.090,3,3,3,3,800
1:SHARED,1,2,0,,2,292,2019-04-20T17:03:39.088,3,3,3,3,800
1:SHARED,1,2,0,,2,299,2019-04-20T17:03:45.089,3,3,3,3,800
1:SHARED,1,2,0,,2,305,2019-04-20T17:03:51.090,3,3,3,3,800
1:SHARED,1,2,0,,2,311,2019-04-20T17:03:55.099,3,3,3,3,800
1:SHARED,1,2,0,,2,317,2019-04-20T17:04:01.099,3,3,3,3,800
1:SHARED,1,2,0,,2,323,2019-04-20T17:04:07.100,3,3,3,3,800
1:SHARED,1,2,0,,2,329,2019-04-20T17:04:13.101,3,3,3,3,800
1:SHARED,1,2,0,,2,335,2019-04-20T17:04:19.102,3,3,3,3,800
1:SHARED,1,2,0,,2,341,2019-04-20T17:04:25.104,3,3,3,3,800
1:SHARED,1,2,0,,2,348,2019-04-20T17:04:31.104,3,3,3,3,800
1:SHARED,1,2,0,,2,354,2019-04-20T17:04:37.105,3,3,3,3,800
1:SHARED,1,2,0,,2,360,2019-04-20T17:04:43.106,3,3,3,3,800
1:SHARED,1,2,0,,2,367,2019-04-20T17:04:49.106,3,3,3,3,800
1:SHARED,1,2,0,,2,374,2019-04-20T17:04:55.108,3,3,3,3,800
1:SHARED,1,2,0,,2,380,2019-04-20T17:05:01.110,3,3,3,3,800
1:SHARED,1,2,0,,2,386,2019-04-20T17:05:07.111,3,3,3,3,800
1:SHARED,1,2,0,,2,392,2019-04-20T17:05:13.112,3,3,3,3,800
1:SHARED,1,2,0,,2,399,2019-04-20T17:05:19.112,3,3,3,3,800
1:SHARED,1,2,0,,2,405,2019-04-20T17:05:25.113,3,3,3,3,800
1:SHARED,1,2,0,,2,411,2019-04-20T17:05:31.114,3,3,3,3,800
1:SHARED,1,2,0,,2,417,2019-04-20T17:05:37.114,3,3,3,3,800
1:SHARED,1,2,0,,2,423,2019-04-20T17:05:43.114,3,3,3,3,800
1:SHARED,1,2,0,,2,430,2019-04-20T17:05:49.117,3,3,3,3,800
1:SHARED,1,2,0,,2,437,2019-04-20T17:05:55.120,3,3,3,3,800
1:SHARED,1,2,0,,2,443,2019-04-20T17:06:01.119,3,3,3,3,800
1:SHARED,1,2,0,,2,450,2019-04-20T17:06:07.119,3,3,3,3,800
1:SHARED,1,2,0,,2,456,2019-04-20T17:06:13.120,3,3,3,3,800
1:SHARED,1,2,0,,2,463,2019-04-20T17:06:19.122,3,3,3,3,800
1:SHARED,1,2,0,,2,470,2019-04-20T17:06:25.122,3,3,3,3,800
1:SHARED,1,2,0,,2,476,2019-04-20T17:06:31.122,3,3,3,3,800
1:SHARED,1,2,0,,2,483,2019-04-20T17:06:37.124,3,3,3,3,800
1:SHARED,1,2,0,,2,489,2019-04-20T17:06:43.126,3,3,3,3,800
1:SHARED,1,2,0,,2,495,2019-04-20T17:06:49.125,3,3,3,3,800
1:SHARED,1,2,0,,2,502,2019-04-20T17:06:55.127,3,3,3,3,800
1:SHARED,1,2,0,,2,508,2019-04-20T17:07:01.127,3,3,3,3,800
1:SHARED,1,2,0,,2,515,2019-04-20T17:07:07.128,3,3,3,3,800
1:SHARED,1,2,0,,2,521,2019-04-20T17:07:13.129,3,3,3,3,800
1:SHARED,1,2,0,,2,528,2019-04-20T17:07:19.129,3,3,3,3,800
1:SHARED,1,2,0,,2,535,2019-04-20T17:07:25.131,3,3,3,3,800
1:SHARED,1,2,0,,2,541,2019-04-20T17:07:31.122,3,3,3,3,800
1:SHARED,1,2,2,,2,541,2019-04-20T17:07:31.122,3,3,3,1,800
1:SHARED,1,2,3,,2,541,2019-04-20T17:07:31.122,3,3,3,0,800
1:SHARED,1,2,3,,2,541,2019-04-20T17:07:31.122,3,3,3,0,800
1:SHARED,1,2,3,,2,541,2019-04-20T17:07:31.122,3,3,3,0,800
1:SHARED,1,2,3,,2,541,2019-04-20T17:07:31.122,3,3,3,0,800
1:SHARED,1,2,3,,2,541,2019-04-20T17:07:31.122,3,3,3,0,800
1:SHARED,1,2,3,,2,541,2019-04-20T17:07:31.122,3,3,3,0,800
1:SHARED,1,2,3,,2,541,2019-04-20T17:07:31.122,3,3,3,0,800
1:SHARED,1,2,3,,2,541,2019-04-20T17:07:31.122,3,3,3,0,800
1:SHARED,1,2,3,,2,541,2019-04-20T17:07:31.122,3,3,3,0,800
,,,,,,,,,,,,
1:SHARED,1,2,3,,2,541,2019-04-20T17:07:31.122,3,3,3,0,800
1:SHARED,1,2,3,,2,541,2019-04-20T17:07:31.122,3,3,3,0,800
1:SHARED,1,2,3,,2,541,2019-04-20T17:07:31.122,3,3,3,0,800
1:SHARED,1,2,3,,2,541,2019-04-20T17:07:31.122,3,3,3,0,800
1:SHARED,1,2,3,,2,541,2019-04-20T17:07:31.122,3,3,3,0,800
1:SHARED,1,2,3,,2,541,2019-04-20T17:07:31.122,3,3,3,0,800
1:SHARED,0,3,0,,0,0,2019-04-20T17:09:55.294,3,3,3,3,800
1:SHARED,0,3,0,,3,3,2019-04-20T17:10:01.274,3,3,3,3,800
1:SHARED,0,3,0,,3,6,2019-04-20T17:10:07.275,3,3,3,3,800
1:SHARED,0,3,0,,3,9,2019-04-20T17:10:13.276,3,3,3,3,800
1:SHARED,0,3,0,,3,12,2019-04-20T17:10:19.277,3,3,3,3,800
1:SHARED,0,3,0,,3,15,2019-04-20T17:10:25.278,3,3,3,3,800
1:SHARED,0,3,0,,3,18,2019-04-20T17:10:31.279,3,3,3,3,800
1:SHARED,0,3,0,,3,21,2019-04-20T17:10:37.280,3,3,3,3,800
1:SHARED,2,3,0,,3,26,2019-04-20T17:10:43.282,3,3,3,3,800
1:SHARED,2,3,0,,3,29,2019-04-20T17:10:49.282,3,3,3,3,800
1:SHARED,2,3,0,,3,32,2019-04-20T17:10:55.283,3,3,3,3,800
1:SHARED,2,3,0,,3,35,2019-04-20T17:11:01.285,3,3,3,3,800
1:SHARED,2,3,0,,3,38,2019-04-20T17:11:07.288,3,3,3,3,800
1:SHARED,2,3,0,,3,41,2019-04-20T17:11:13.288,3,3,3,3,800
1:SHARED,2,3,0,,3,44,2019-04-20T17:11:19.289,3,3,3,3,800
1:SHARED,2,3,0,,3,47,2019-04-20T17:11:25.290,3,3,3,3,800
1:SHARED,2,3,0,,3,50,2019-04-20T17:11:31.291,3,3,3,3,800
1:SHARED,2,3,0,,3,53,2019-04-20T17:11:37.292,3,3,3,3,800
1:SHARED,2,3,0,,3,58,2019-04-20T17:11:43.293,3,3,3,3,800
1:SHARED,2,3,0,,3,61,2019-04-20T17:11:49.293,3,3,3,3,800
1:SHARED,2,3,0,,3,64,2019-04-20T17:11:55.295,3,3,3,3,800
1:SHARED,2,3,0,,3,67,2019-04-20T17:12:01.295,3,3,3,3,800
1:SHARED,2,3,0,,3,70,2019-04-20T17:12:07.296,3,3,3,3,800
1:SHARED,2,3,0,,3,73,2019-04-20T17:12:13.297,3,3,3,3,800
1:SHARED,2,3,0,,3,76,2019-04-20T17:12:19.298,3,3,3,3,800
1:SHARED,2,3,0,,3,79,2019-04-20T17:12:25.299,3,3,3,3,800
1:SHARED,2,3,0,,3,82,2019-04-20T17:12:31.300,3,3,3,3,800
1:SHARED,2,3,0,,3,85,2019-04-20T17:12:37.301,3,3,3,3,800
1:SHARED,2,3,0,,3,88,2019-04-20T17:12:43.301,3,3,3,3,800
1:SHARED,2,3,0,,3,91,2019-04-20T17:12:49.302,3,3,3,3,800
1:SHARED,2,3,0,,3,95,2019-04-20T17:12:55.305,3,3,3,3,800
1:SHARED,2,3,0,,3,98,2019-04-20T17:13:01.306,3,3,3,3,800
1:SHARED,2,3,0,,3,101,2019-04-20T17:13:07.306,3,3,3,3,800
1:SHARED,2,3,0,,3,104,2019-04-20T17:13:13.540,3,3,3,3,800
1:SHARED,2,3,0,,3,107,2019-04-20T17:13:19.540,3,3,3,3,800
1:SHARED,2,3,0,,3,110,2019-04-20T17:13:25.541,3,3,3,3,800
1:SHARED,2,3,0,,3,115,2019-04-20T17:13:31.543,3,3,3,3,800
1:SHARED,2,3,0,,3,119,2019-04-20T17:13:37.544,3,3,3,3,800
1:SHARED,2,3,0,,3,122,2019-04-20T17:13:43.543,3,3,3,3,800
1:SHARED,2,3,0,,3,125,2019-04-20T17:13:49.545,3,3,3,3,800
1:SHARED,2,3,0,,3,129,2019-04-20T17:13:55.546,3,3,3,3,800
1:SHARED,2,3,0,,3,132,2019-04-20T17:14:01.547,3,3,3,3,800
1:SHARED,2,3,0,,3,135,2019-04-20T17:14:07.547,3,3,3,3,800
1:SHARED,2,3,0,,3,138,2019-04-20T17:14:13.549,3,3,3,3,800
1:SHARED,2,3,0,,3,141,2019-04-20T17:14:19.550,3,3,3,3,800
1:SHARED,2,3,0,,3,145,2019-04-20T17:14:25.550,3,3,3,3,800
1:SHARED,2,3,0,,3,148,2019-04-20T17:14:31.552,3,3,3,3,800
1:SHARED,2,3,0,,3,151,2019-04-20T17:14:37.553,3,3,3,3,800
1:SHARED,2,3,0,,3,154,2019-04-20T17:14:43.553,3,3,3,3,800
1:SHARED,2,3,0,,3,157,2019-04-20T17:14:49.554,3,3,3,3,800
1:SHARED,2,3,0,,3,160,2019-04-20T17:14:55.555,3,3,3,3,800
1:SHARED,2,3,0,,3,163,2019-04-20T17:15:01.556,3,3,3,3,800
1:SHARED,2,3,0,,3,166,2019-04-20T17:15:07.557,3,3,3,3,800
1:SHARED,2,3,0,,3,169,2019-04-20T17:15:13.557,3,3,3,3,800
1:SHARED,2,3,0,,3,172,2019-04-20T17:15:19.558,3,3,3,3,800
1:SHARED,2,3,0,,3,175,2019-04-20T17:15:25.559,3,3,3,3,800
1:SHARED,2,3,0,,3,178,2019-04-20T17:15:31.560,3,3,3,3,800
1:SHARED,2,3,0,,3,181,2019-04-20T17:15:37.561,3,3,3,3,800
1:SHARED,2,3,0,,3,184,2019-04-20T17:15:43.562,3,3,3,3,800
1:SHARED,2,3,0,,3,187,2019-04-20T17:15:49.562,3,3,3,3,800
1:SHARED,2,3,0,,3,191,2019-04-20T17:15:55.563,3,3,3,3,800
1:SHARED,2,3,0,,3,194,2019-04-20T17:16:01.563,3,3,3,3,800
1:SHARED,2,3,0,,3,197,2019-04-20T17:16:07.564,3,3,3,3,800
1:SHARED,2,3,0,,3,200,2019-04-20T17:16:13.565,3,3,3,3,800
1:SHARED,2,3,0,,3,203,2019-04-20T17:16:19.566,3,3,3,3,800
1:SHARED,2,3,0,,3,206,2019-04-20T17:16:25.567,3,3,3,3,800
1:SHARED,2,3,0,,3,209,2019-04-20T17:16:31.568,3,3,3,3,800
1:SHARED,2,3,0,,3,212,2019-04-20T17:16:37.568,3,3,3,3,800
1:SHARED,2,3,0,,3,215,2019-04-20T17:16:43.570,3,3,3,3,800
1:SHARED,2,3,0,,3,218,2019-04-20T17:16:49.571,3,3,3,3,800
1:SHARED,2,3,0,,3,221,2019-04-20T17:16:55.571,3,3,3,3,800
1:SHARED,2,3,0,,3,224,2019-04-20T17:17:01.572,3,3,3,3,800
1:SHARED,2,3,0,,3,228,2019-04-20T17:17:07.573,3,3,3,3,800
